,masterIncidentNumber,responseDate,reason,problem,callDisposition,citationIssued,personSearch,vehicleSearch,preRace,race,gender,lat,long,x,y,policePrecinct,neighborhood,lastUpdateDate
103581,18-376148,2018/11/11 05:21:21+00,Investigative,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Unknown,45.01770634,-93.24095626,-10379535.77,5624309.418,2,Audubon Park,2018/11/11 08:20:36+00
103582,18-376155,2018/11/11 06:29:13+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.95643709,-93.29313277,-10385344.03,5614666.003,5,Lowry Hill East,2018/11/12 08:20:35+00
103583,18-376175,2018/11/11 07:39:59+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,44.99870265,-93.26667171,-10382398.4,5621317.247,2,St. Anthony West,2018/11/12 08:20:37+00
103584,18-376182,2018/11/11 07:48:04+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,44.99870265,-93.26667171,-10382398.4,5621317.247,2,St. Anthony West,2018/11/12 08:20:37+00
103585,18-376191,2018/11/11 08:04:32+00,Citizen / 9-1-1,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,0,0,0,0,,,2018/11/12 08:20:39+00
103586,18-376222,2018/11/11 09:38:29+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Male,45.02760673,-93.24735192,-10380247.73,5625868.648,2,Waite Park,2018/11/12 08:20:37+00
103587,18-376229,2018/11/11 09:50:01+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Other,Other,Male,45.02671111,-93.24727736,-10380239.43,5625727.585,2,Waite Park,2018/11/12 08:20:37+00
103588,18-376238,2018/11/11 09:59:01+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Female,45.02664574,-93.24742513,-10380255.88,5625717.288,2,Waite Park,2018/11/12 08:20:37+00
103589,18-376242,2018/11/11 10:05:53+00,Citizen / 9-1-1,Suspicious Vehicle (P),INF-Information,NO,NO,NO,Unknown,Unknown,Unknown,45.01408581,-93.24096233,-10379536.45,5623739.282,2,Audubon Park,2018/11/12 08:20:35+00
103590,18-376244,2018/11/11 10:11:54+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Male,45.02574833,-93.24727898,-10380239.61,5625575.945,2,Audubon Park,2018/11/12 08:20:37+00
103591,18-376249,2018/11/11 10:17:57+00,Citizen / 9-1-1,Suspicious Vehicle (P),SNT-Sent,NO,NO,NO,White,White,Male,44.98006617,-93.28672444,-10384630.66,5618383.858,1,North Loop,2018/11/12 08:20:36+00
103592,18-376260,2018/11/11 10:44:42+00,Investigative,Suspicious Vehicle (P),CNL-Cancel,NO,NO,NO,Unknown,Unknown,Unknown,45.03237,-93.28808,-10384781.33,5626619.392,4,Webber - Camden,2018/11/12 08:20:36+00
103593,18-376267,2018/11/11 11:02:12+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,44.98653505,-93.26056503,-10381718.61,5619401.955,2,Nicollet Island - East Bank,2018/11/12 08:20:37+00
103594,18-376272,2018/11/11 11:11:59+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,44.98657156,-93.26044339,-10381705.07,5619407.701,2,Nicollet Island - East Bank,2018/11/12 08:20:37+00
103595,18-376275,2018/11/11 11:23:34+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,44.98653505,-93.26056503,-10381718.61,5619401.955,2,Nicollet Island - East Bank,2018/11/12 08:20:37+00
103596,18-376281,2018/11/11 11:32:35+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,44.96268891,-93.27718538,-10383568.78,5615649.529,5,Steven's Square - Loring Heights,2018/11/12 08:20:37+00
103597,18-376283,2018/11/11 11:34:58+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Male,44.98657156,-93.26044339,-10381705.07,5619407.701,2,Nicollet Island - East Bank,2018/11/12 08:20:37+00
103598,18-376293,2018/11/11 11:45:27+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Male,44.98707924,-93.2589855,-10381542.78,5619487.606,2,Nicollet Island - East Bank,2018/11/12 08:20:37+00
103599,18-376298,2018/11/11 11:57:04+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Male,44.98707924,-93.2589855,-10381542.78,5619487.606,2,Nicollet Island - East Bank,2018/11/12 08:20:37+00
103600,18-376313,2018/11/11 12:24:35+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,45.00592785,-93.24674276,-10380179.92,5622454.753,2,Northeast Park,2018/11/12 08:20:37+00
103601,18-376368,2018/11/11 14:03:45+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Latino,Male,44.95919842,-93.27592341,-10383428.3,5615100.398,5,Whittier,2018/11/12 08:20:37+00
103602,18-376383,2018/11/11 14:42:30+00,Citizen / 9-1-1,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,White,White,Male,44.98221898,-93.24171931,-10379620.71,5618722.663,2,Marcy Holmes,2018/11/12 08:20:36+00
103603,18-376385,2018/11/11 14:43:17+00,Citizen / 9-1-1,Suspicious Vehicle (P),TOW-Towed,NO,NO,NO,Unknown,Unknown,Unknown,45.03342,-93.2422,-10379674.35,5626784.872,2,Waite Park,2018/11/12 08:20:36+00
103604,18-376393,2018/11/11 14:52:36+00,Equipment Violation,Traffic Law Enforcement (P),AOK- All OK,YES,NO,NO,Unknown,Black,Male,44.94836,-93.27792,-10383651.08,5613394.929,5,Lyndale,2018/11/12 08:20:36+00
103605,18-376426,2018/11/11 15:38:42+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,White,White,Female,45.00592785,-93.24674276,-10380179.92,5622454.753,2,Northeast Park,2018/11/12 08:20:37+00
103606,18-376432,2018/11/11 15:55:15+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Asian,Female,45.00642144,-93.24736561,-10380249.26,5622532.467,2,Logan Park,2018/11/12 08:20:37+00
103607,18-376438,2018/11/11 16:01:56+00,,Suspicious Person (P),GOA-Gone on Arrival,,,,,,,44.94750642,-93.26901929,-10382659.73,5613261.228,3,Central,2018/11/12 08:20:36+00
103608,18-376440,2018/11/11 16:05:59+00,,Suspicious Person (P),BKG-Booking,,,,,,,44.99913516,-93.28682309,-10384641.64,5621385.336,4,Near - North,2018/11/12 08:20:35+00
103609,18-376445,2018/11/11 16:17:11+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,45.00602,-93.30821,-10387022.61,5622468.866,4,Jordan,2018/11/12 08:20:36+00
103610,18-376448,2018/11/11 16:22:47+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,White,Unknown,Male,44.92332373,-93.31572049,-10387858.49,5609458.443,5,Linden Hills,2018/11/12 08:20:35+00
103611,18-376454,2018/11/11 16:34:57+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Male,45.00863184,-93.29178548,-10385194.05,5622880.495,4,Hawthorne,2018/11/12 08:20:36+00
103612,18-376464,2018/11/11 16:53:57+00,,Traffic Law Enforcement (P),TAG-Tagged,,,,,,,44.97021,-93.24725,-10380236.41,5616833.597,1,Cedar Riverside,2018/11/12 08:20:36+00
103613,18-376494,2018/11/11 17:39:31+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,East African,Male,44.96269,-93.27781,-10383638.4,5615650.122,5,Steven's Square - Loring Heights,2018/11/12 08:20:36+00
103614,18-376504,2018/11/11 17:52:34+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,44.92422671,-93.24731731,-10380243.88,5609600.41,3,Ericsson,2018/11/12 08:20:37+00
103615,18-376511,2018/11/11 17:58:25+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Latino,Female,44.93955917,-93.26192896,-10381870.44,5612011.328,3,Powderhorn Park,2018/11/12 08:20:37+00
103616,18-376520,2018/11/11 18:09:16+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.92422671,-93.24731731,-10380243.88,5609600.41,3,Ericsson,2018/11/12 08:20:37+00
103617,18-376535,2018/11/11 18:19:38+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,45.01582297,-93.2918071,-10385196.46,5624012.833,4,McKinley,2018/11/12 08:20:36+00
103618,18-376538,2018/11/11 18:20:40+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.92964674,-93.26502349,-10382214.92,5610452.598,3,Bryant,2018/11/12 08:20:37+00
103619,18-376540,2018/11/11 18:22:15+00,,Traffic Law Enforcement (P),ADV-Advised,,,,,,,44.98731,-93.24316,-10379780.6,5619523.589,2,Marcy Holmes,2018/11/12 08:20:36+00
103620,18-376547,2018/11/11 18:32:59+00,Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,44.99150175,-93.30383247,-10386535.12,5620183.709,4,Willard - Hay,2018/11/12 08:20:35+00
103621,18-376552,2018/11/11 18:39:43+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Female,44.96332371,-93.26510627,-10382224.14,5615749.401,3,Ventura Village,2018/11/12 08:20:37+00
103622,18-376581,2018/11/11 19:18:13+00,Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Female,44.99081752,-93.28840161,-10384817.36,5620076.008,4,Near - North,2018/11/12 08:20:37+00
103623,18-376592,2018/11/11 19:33:24+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.99894427,-93.29716867,-10385793.31,5621355.284,4,Near - North,2018/11/12 08:20:37+00
103624,18-376596,2018/11/11 19:40:03+00,Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Female,44.99911337,-93.30191868,-10386322.08,5621381.905,4,Willard - Hay,2018/11/12 08:20:37+00
103625,18-376598,2018/11/11 19:43:34+00,Investigative,Suspicious Vehicle (P),BKG-Booking,YES,YES,YES,Latino,Latino,Male,44.99925678,-93.26309928,-10382000.72,5621404.482,2,Sheridan,2018/11/12 08:20:36+00
103626,18-376609,2018/11/11 20:06:37+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.98296,-93.26789,-10382534.27,5618839.94,1,Downtown West,2018/11/12 08:20:36+00
103627,18-376612,2018/11/11 20:12:54+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,East African,Male,45.00938986,-93.24736666,-10380249.37,5622999.849,2,Holland,2018/11/12 08:20:37+00
103628,18-376618,2018/11/11 20:16:06+00,,Suspicious Vehicle (P),TAG-Tagged,,,,,,,45.01403478,-93.29306645,-10385336.65,5623731.246,4,Folwell,2018/11/12 08:20:37+00
103629,18-376634,2018/11/11 20:36:54+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,44.98076705,-93.23647339,-10379036.74,5618494.159,2,Marcy Holmes,2018/11/12 08:20:37+00
103630,18-376638,2018/11/11 20:40:04+00,,Attempt Pick-Up (P),BKG-Booking,,,,,,,44.99968546,-93.2879891,-10384771.44,5621471.968,4,Hawthorne,2018/11/12 08:20:37+00
103631,18-376653,2018/11/11 21:06:17+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,44.98798,-93.25638,-10381252.48,5619628.679,2,Nicollet Island - East Bank,2018/11/12 08:20:36+00
103632,18-376658,2018/11/11 21:08:57+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Black,Black,Male,44.96395,-93.27276,-10383075.68,5615847.815,5,Steven's Square - Loring Heights,2018/11/12 08:20:36+00
103633,18-376660,2018/11/11 21:11:46+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.91171041,-93.22157051,-10377377.76,5607632.791,3,Minnehaha,2018/11/12 08:20:36+00
103634,18-376667,2018/11/11 21:23:11+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,45.00792,-93.24737,-10380249.98,5622767.74,2,Windom Park,2018/11/12 08:20:36+00
103635,18-376668,2018/11/11 21:23:20+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Female,44.97134,-93.24702,-10380210.3,5617010.343,1,Cedar Riverside,2018/11/12 08:20:36+00
103636,18-376678,2018/11/11 21:40:41+00,Citizen / 9-1-1,Suspicious Vehicle (P),UTL-Unable to Locate,NO,NO,NO,Unknown,Unknown,Unknown,45.01327,-93.30824,-10387025.8,5623610.136,4,Folwell,2018/11/12 08:20:36+00
103637,18-376682,2018/11/11 21:50:34+00,Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,44.97873116,-93.26422107,-10382125.6,5618173.764,1,Downtown West,2018/11/12 08:20:37+00
103638,18-376696,2018/11/11 22:06:35+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.96805882,-93.26829682,-10382579.31,5616494.401,1,Elliot Park,2018/11/12 08:20:37+00
103639,18-376701,2018/11/11 22:09:00+00,,Traffic Law Enforcement (P),ADV-Advised,,,,,,,44.97666725,-93.22942988,-10378252.66,5617848.97,2,University of Minnesota,2018/11/12 08:20:35+00
103640,18-376710,2018/11/11 22:14:04+00,Citizen / 9-1-1,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.96002726,-93.29692495,-10385766.18,5615230.79,5,East Isles,2018/11/12 08:20:35+00
103641,18-376711,2018/11/11 22:14:15+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.93967,-93.21275,-10376395.45,5612029.29,3,Howe,2018/11/12 08:20:36+00
103642,18-376714,2018/11/11 22:16:46+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.99307,-93.29943,-10386045.54,5620429.9,4,Near - North,2018/11/12 08:20:36+00
103643,18-376724,2018/11/11 22:30:19+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.9844561,-93.28992865,-10384987.35,5619074.749,4,Sumner - Glenwood,2018/11/12 08:20:37+00
103644,18-376725,2018/11/11 22:32:04+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,45.04395,-93.31433,-10387703.81,5628442.808,4,Shingle Creek,2018/11/12 08:20:36+00
103645,18-376728,2018/11/11 22:40:12+00,Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Female,44.99249364,-93.28799375,-10384771.96,5620339.841,4,Near - North,2018/11/12 08:20:37+00
103646,18-376736,2018/11/11 22:50:55+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,NO,NO,NO,Unknown,Unknown,Unknown,45.04395,-93.3156,-10387845.07,5628443.248,4,Shingle Creek,2018/11/12 08:20:36+00
103647,18-376740,2018/11/11 22:57:26+00,Investigative,Suspicious Person (P),ADV-Advised,NO,NO,NO,White,White,Male,44.98098175,-93.23538811,-10378915.93,5618527.949,2,Marcy Holmes,2018/11/12 08:20:37+00
103648,18-376746,2018/11/11 23:06:23+00,Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.97577,-93.27796,-10383654.85,5617708.537,1,Downtown West,2018/11/12 08:20:36+00
103649,18-376751,2018/11/11 23:10:07+00,Investigative,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.95377357,-93.23152211,-10378485.57,5614247.014,3,Seward,2018/11/12 08:20:37+00
103650,18-376755,2018/11/11 23:15:04+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,45.0037,-93.30421,-10386577.02,5622104.074,4,Jordan,2018/11/12 08:20:36+00
103651,18-376759,2018/11/11 23:19:04+00,Investigative,Suspicious Vehicle (P),SNT-Sent,NO,YES,YES,Unknown,White,Male,44.95558522,-93.22353967,-10377596.97,5614531.996,3,Seward,2018/11/12 08:20:37+00
103652,18-376776,2018/11/11 23:42:12+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Male,44.92151,-93.26257,-10381941.35,5609174.064,3,Regina,2018/11/12 08:20:36+00
103653,18-376779,2018/11/11 23:48:26+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,East African,Male,44.93773,-93.27791,-10383649.89,5611723.862,5,Lyndale,2018/11/12 08:20:36+00
103654,18-376780,2018/11/11 23:50:58+00,,Suspicious Vehicle (P),ADV-Advised,,,,,,,44.96717526,-93.24725864,-10380237.35,5616355.383,1,Cedar Riverside,2018/11/12 08:20:37+00
103655,18-376781,2018/11/11 23:53:30+00,Investigative,Suspicious Vehicle (P),UTL-Unable to Locate,NO,NO,NO,Unknown,Unknown,Unknown,45.01316,-93.26889,-10382645.73,5623593.369,2,Bottineau,2018/11/12 08:20:36+00
103656,18-376784,2018/11/11 23:57:24+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Latino,Male,44.94836,-93.29828,-10385917.23,5613395.984,5,ECCO,2018/11/12 08:20:36+00
103657,18-376788,2018/11/12 00:11:09+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.97750752,-93.24569433,-10380063.21,5617981.201,1,Downtown East,2018/11/12 08:20:37+00
103658,18-376795,2018/11/12 00:17:42+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,44.99437,-93.26077,-10381741.03,5620635.614,2,St. Anthony West,2018/11/12 08:20:36+00
103659,18-376797,2018/11/12 00:21:40+00,,Suspicious Person (P),ADV-Advised,,,,,,,44.90266115,-93.2768222,-10383528.35,5606210.471,5,Windom,2018/11/12 08:20:35+00
103660,18-376798,2018/11/12 00:22:06+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.98147783,-93.26283949,-10381971.8,5618606.02,1,Downtown West,2018/11/12 08:20:37+00
103661,18-376800,2018/11/12 00:24:41+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.9897,-93.30825,-10387026.98,5619900.333,4,Willard - Hay,2018/11/12 08:20:36+00
103662,18-376806,2018/11/12 00:39:40+00,Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,44.99146416,-93.23140132,-10378472.12,5620177.793,2,Como,2018/11/12 08:20:37+00
103663,18-376817,2018/11/12 00:54:13+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.99914,-93.28799,-10384771.51,5621385.814,4,Hawthorne,2018/11/12 08:20:36+00
103664,18-376819,2018/11/12 00:58:56+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Black,Black,Male,44.97094587,-93.21813126,-10376994.9,5616948.668,2,Prospect Park - East River Road,2018/11/12 08:20:37+00
103665,18-376822,2018/11/12 01:05:52+00,Citizen / 9-1-1,Suspicious Person (P),SNT-Sent,NO,YES,NO,Unknown,Black,Male,45.01906132,-93.28196639,-10384101,5624522.8,4,McKinley,2018/11/12 08:20:36+00
103666,18-376823,2018/11/12 01:08:54+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.99333,-93.31078,-10387308.5,5620471.963,4,Willard - Hay,2018/11/12 08:20:36+00
103667,18-376824,2018/11/12 01:09:42+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.9963533,-93.2815831,-10384058.33,5620947.406,4,Near - North,2018/11/12 08:20:37+00
103668,18-376828,2018/11/12 01:12:35+00,,Traffic Law Enforcement (P),TAG-Tagged,,,,,,,44.95643482,-93.29185677,-10385201.99,5614665.646,5,Lowry Hill East,2018/11/12 08:20:37+00
103669,18-376832,2018/11/12 01:29:11+00,,Suspicious Vehicle (P),BKG-Booking,,,,,,,44.96091,-93.28801,-10384773.61,5615370.16,5,Whittier,2018/11/12 08:20:36+00
103670,18-376833,2018/11/12 01:36:15+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,44.9800647,-93.27188308,-10382978.53,5618383.628,1,Downtown West,2018/11/12 08:20:37+00
103671,18-376834,2018/11/12 01:41:33+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,45.01677,-93.29811,-10385898.24,5624162.589,4,Folwell,2018/11/12 08:20:36+00
103672,18-376841,2018/11/12 01:53:47+00,Citizen / 9-1-1,Suspicious Vehicle (P),ADV-Advised,NO,YES,YES,Unknown,White,Male,45.01051154,-93.30064121,-10386179.87,5623176.466,4,Jordan,2018/11/12 08:20:35+00
103673,18-376843,2018/11/12 01:58:46+00,Equipment Violation,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,44.96271,-93.29052,-10385053.68,5615652.116,5,Lowry Hill East,2018/11/12 08:20:36+00
103674,18-376850,2018/11/12 02:08:17+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.94834,-93.21272,-10376392.41,5613392.818,3,Cooper,2018/11/12 08:20:36+00
103675,18-376853,2018/11/12 02:12:19+00,Citizen / 9-1-1,Suspicious Person (P),TRN-Transport,NO,NO,NO,Black,Black,Male,45.01144,-93.30823,-10387024.83,5623322.032,4,Jordan,2018/11/12 08:20:36+00
103676,18-376857,2018/11/12 02:17:24+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.97758226,-93.2753473,-10383364.16,5617992.962,1,Downtown West,2018/11/12 08:20:37+00
103677,18-376863,2018/11/12 02:29:44+00,,Suspicious Person (P),TRN-Transport,,,,,,,44.94837,-93.23159,-10378492.9,5613397.607,3,Longfellow,2018/11/12 08:20:36+00
103678,18-376865,2018/11/12 02:33:41+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,45.01315,-93.29685,-10385757.93,5623592.534,4,Jordan,2018/11/12 08:20:36+00
103679,18-376867,2018/11/12 02:42:46+00,,Traffic Law Enforcement (P),BKG-Booking,,,,,,,45.01504,-93.30698,-10386885.43,5623889.562,4,Folwell,2018/11/12 08:20:36+00
103680,18-376871,2018/11/12 02:49:48+00,,Suspicious Vehicle (P),BKG-Booking,,,,,,,45.02128102,-93.24727573,-10380239.25,5624872.37,2,Audubon Park,2018/11/12 08:20:36+00
103681,18-376875,2018/11/12 03:02:22+00,Investigative,Suspicious Vehicle (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,45.01866,-93.31081,-10387311.78,5624459.901,4,Cleveland,2018/11/12 08:20:36+00
103682,18-376876,2018/11/12 03:07:04+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Unknown,44.98428,-93.3083,-10387032.64,5619047.772,4,Willard - Hay,2018/11/12 08:20:36+00
103683,18-376880,2018/11/12 03:22:45+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.974,-93.26543,-10382260.13,5617429.565,1,Elliot Park,2018/11/12 08:20:36+00
